#TE	Order	Superfamily	Clade	Complete	Strand	Domains
Bnigr_chr_1:32904012..32909537#LTR/Gypsy|Bnigr_chr_1:32904012..32909537#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_1:35109276..35113930#LTR/Copia|Bnigr_chr_1:35109276..35113930#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Bnigr_chr_1:41166816..41172093#LTR/Gypsy|Bnigr_chr_1:41166816..41172093#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_1:5763554..5764658#DNA/DTA|Bnigr_chr_1:5763554..5764658#DNA/DTA	LTR	Gypsy	Retand	no	+	GAG|Retand
Bnigr_chr_1:9190756..9196155#LTR/Gypsy|Bnigr_chr_1:9190756..9196155#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:10916295..10921535#LTR/Gypsy|Bnigr_chr_2:10916295..10921535#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:12067997..12070611#DNA/DTM|Bnigr_chr_2:12067997..12070611#DNA/DTM	LINE	unknown	unknown	unknown	-	RT|LINE RH|LINE
Bnigr_chr_2:21999032..22001903#DNA/DTM|Bnigr_chr_2:21999032..22001903#DNA/DTM	LTR	Copia	Bianca	no	+	PROT|Bianca INT|Bianca
Bnigr_chr_2:22863321..22868588#LTR/Gypsy|Bnigr_chr_2:22863321..22868588#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:22863387..22868329#DNA/DTM|Bnigr_chr_2:22863387..22868329#DNA/DTM	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:23158173..23163881#LTR/Copia|Bnigr_chr_2:23158173..23163881#LTR/Copia	LTR	Copia	Ivana	no	-	GAG|Ivana INT|Ivana RT|Ivana RH|Ivana
Bnigr_chr_2:24448062..24451257#DNA/DTM|Bnigr_chr_2:24448062..24451257#DNA/DTM	LINE	unknown	unknown	unknown	-	RT|LINE
Bnigr_chr_2:26619309..26624655#LTR/Gypsy|Bnigr_chr_2:26619309..26624655#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:2720468..2725083#LTR/Copia|Bnigr_chr_2:2720468..2725083#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Bnigr_chr_2:27766664..27771887#LTR/Gypsy|Bnigr_chr_2:27766664..27771887#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:27882097..27887344#LTR/Copia|Bnigr_chr_2:27882097..27887344#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Bnigr_chr_2:28082694..28087197#LTR/Copia|Bnigr_chr_2:28082694..28087197#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Bnigr_chr_2:28181116..28181900#DNA/DTC|Bnigr_chr_2:28181116..28181900#DNA/DTC	LINE	unknown	unknown	unknown	+	ENDO|LINE
Bnigr_chr_2:29939805..29944016#DNA/DTC|Bnigr_chr_2:29939805..29944016#DNA/DTC	LTR	Copia	Ale	no	-	PROT|Ale INT|Ale RT|Ale
Bnigr_chr_2:30743682..30749189#LTR/Gypsy|Bnigr_chr_2:30743682..30749189#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:30937220..30942127#DNA/DTM|Bnigr_chr_2:30937220..30942127#DNA/DTM	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:31116588..31121959#LTR/Gypsy|Bnigr_chr_2:31116588..31121959#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:3155971..3160614#LTR/Copia|Bnigr_chr_2:3155971..3160614#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Bnigr_chr_2:31939823..31944861#LTR/Gypsy|Bnigr_chr_2:31939823..31944861#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:37613060..37617258#DNA/DTM|Bnigr_chr_2:37613060..37617258#DNA/DTM	LTR	Gypsy	Reina	no	-	PROT|Reina RT|Reina
Bnigr_chr_2:4182731..4188450#LTR/Gypsy|Bnigr_chr_2:4182731..4188450#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:44388243..44393474#LTR/Gypsy|Bnigr_chr_2:44388243..44393474#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:4671322..4675603#LTR/Gypsy|Bnigr_chr_2:4671322..4675603#LTR/Gypsy	LTR	Gypsy	Reina	no	-	RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:50282687..50287578#LTR/Copia|Bnigr_chr_2:50282687..50287578#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Bnigr_chr_2:52312761..52316405#LTR/unknown|Bnigr_chr_2:52312761..52316405#LTR/unknown	LTR	Copia	Ivana	no	-	RH|Ivana
Bnigr_chr_2:52578705..52584066#LTR/Gypsy|Bnigr_chr_2:52578705..52584066#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:5298254..5292394#DNA/Helitron|Bnigr_chr_2:5298254..5292394#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
Bnigr_chr_2:550993..556239#LTR/Gypsy|Bnigr_chr_2:550993..556239#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_2:8941520..8942312#DNA/DTC|Bnigr_chr_2:8941520..8942312#DNA/DTC	LTR	Copia	Ale	no	+	PROT|Ale
Bnigr_chr_2:9724621..9729410#DNA/DTM|Bnigr_chr_2:9724621..9729410#DNA/DTM	TIR	hAT	unknown	unknown	+	TPase|hAT
Bnigr_chr_3:11967280..11969254#LTR/Gypsy|Bnigr_chr_3:11967280..11969254#LTR/Gypsy	LTR	Gypsy	Reina	no	-	INT|Reina CHD|Reina
Bnigr_chr_3:12643456..12648846#LTR/Gypsy|Bnigr_chr_3:12643456..12648846#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_3:1634774..1637923#DNA/DTM|Bnigr_chr_3:1634774..1637923#DNA/DTM	LTR	Copia	Ale	no	-	GAG|Ale PROT|Ale INT|Ale RT|Ale
Bnigr_chr_3:1712044..1716762#LTR/Copia|Bnigr_chr_3:1712044..1716762#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Bnigr_chr_3:19780382..19783848#DNA/DTM|Bnigr_chr_3:19780382..19783848#DNA/DTM	LTR	Gypsy	Reina	no	+	GAG|Reina
Bnigr_chr_3:19783857..19787323#DNA/DTM|Bnigr_chr_3:19783857..19787323#DNA/DTM	LTR	Gypsy	Reina	no	+	GAG|Reina
Bnigr_chr_3:20353914..20359156#LTR/Gypsy|Bnigr_chr_3:20353914..20359156#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
Bnigr_chr_3:21159714..21168839#LTR/Gypsy|Bnigr_chr_3:21159714..21168839#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
Bnigr_chr_3:22396428..22401687#LTR/Copia|Bnigr_chr_3:22396428..22401687#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Bnigr_chr_3:22647899..22653249#LTR/Gypsy|Bnigr_chr_3:22647899..22653249#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_3:28566493..28573137#LTR/Gypsy|Bnigr_chr_3:28566493..28573137#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_3:30691402..30695935#DNA/DTC|Bnigr_chr_3:30691402..30695935#DNA/DTC	LINE	unknown	unknown	unknown	+	ENDO|LINE RT|LINE RH|LINE
Bnigr_chr_3:31869955..31874732#LTR/Copia|Bnigr_chr_3:31869955..31874732#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Bnigr_chr_3:32286601..32288728#DNA/DTC|Bnigr_chr_3:32286601..32288728#DNA/DTC	LTR	Copia	Bianca	no	-	INT|Bianca RT|Bianca
Bnigr_chr_3:34010168..34017590#LTR/Gypsy|Bnigr_chr_3:34010168..34017590#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_3:35180668..35184970#LTR/Gypsy|Bnigr_chr_3:35180668..35184970#LTR/Gypsy	LTR	Gypsy	Reina	no	-	GAG|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_3:36321877..36326414#DNA/DTA|Bnigr_chr_3:36321877..36326414#DNA/DTA	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
Bnigr_chr_3:36410572..36414668#DNA/DTM|Bnigr_chr_3:36410572..36414668#DNA/DTM	LTR	Copia	Ale	no	-	RT|Ale RH|Ale
Bnigr_chr_3:37380095..37384142#DNA/DTA|Bnigr_chr_3:37380095..37384142#DNA/DTA	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RT|Reina
Bnigr_chr_3:37381337..37386833#LTR/Gypsy|Bnigr_chr_3:37381337..37386833#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_3:38401137..38401563#MITE/DTC|Bnigr_chr_3:38401137..38401563#MITE/DTC	LTR	Gypsy	Reina	no	-	INT|Reina
Bnigr_chr_3:38896122..38901325#LTR/Gypsy|Bnigr_chr_3:38896122..38901325#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_3:39681731..39685445#DNA/DTC|Bnigr_chr_3:39681731..39685445#DNA/DTC	LTR	Copia	Angela	no	+	RT|Angela RH|Angela
Bnigr_chr_3:41682117..41687441#LTR/Gypsy|Bnigr_chr_3:41682117..41687441#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_3:6375833..6380848#DNA/DTM|Bnigr_chr_3:6375833..6380848#DNA/DTM	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Bnigr_chr_4:13335055..13340552#LTR/Gypsy|Bnigr_chr_4:13335055..13340552#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:14339317..14344710#LTR/Gypsy|Bnigr_chr_4:14339317..14344710#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:15136327..15141818#LTR/Gypsy|Bnigr_chr_4:15136327..15141818#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:15136431..15140044#DNA/DTM|Bnigr_chr_4:15136431..15140044#DNA/DTM	LTR	Gypsy	Reina	no	-	PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:18938437..18943156#LTR/Copia|Bnigr_chr_4:18938437..18943156#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Bnigr_chr_4:21488106..21489589#DNA/DTH|Bnigr_chr_4:21488106..21489589#DNA/DTH	LTR	Gypsy	Reina	no	+	GAG|Reina
Bnigr_chr_4:25656661..25661380#DNA/DTM|Bnigr_chr_4:25656661..25661380#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
Bnigr_chr_4:26083558..26088514#DNA/DTC|Bnigr_chr_4:26083558..26088514#DNA/DTC	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
Bnigr_chr_4:27443407..27448476#LTR/Gypsy|Bnigr_chr_4:27443407..27448476#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:29480790..29485582#DNA/DTC|Bnigr_chr_4:29480790..29485582#DNA/DTC	LINE	unknown	unknown	unknown	+	ENDO|LINE RT|LINE aRH|Retand
Bnigr_chr_4:29691113..29695751#LTR/Copia|Bnigr_chr_4:29691113..29695751#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Bnigr_chr_4:29903530..29911958#LTR/Gypsy|Bnigr_chr_4:29903530..29911958#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
Bnigr_chr_4:31236540..31239235#DNA/DTC|Bnigr_chr_4:31236540..31239235#DNA/DTC	LINE	unknown	unknown	unknown	-	RH|LINE
Bnigr_chr_4:33716590..33719232#DNA/DTM|Bnigr_chr_4:33716590..33719232#DNA/DTM	LTR	Gypsy	Athila	no	-	GAG|Athila
Bnigr_chr_4:34526906..34532038#LTR/Gypsy|Bnigr_chr_4:34526906..34532038#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
Bnigr_chr_4:34619074..34624359#LTR/Gypsy|Bnigr_chr_4:34619074..34624359#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:36599902..36606162#LTR/Gypsy|Bnigr_chr_4:36599902..36606162#LTR/Gypsy	LTR	Gypsy	Reina	no	?	CHD|Reina INT|Reina RT|Reina PROT|Reina RH|LINE GAG|Reina
Bnigr_chr_4:36709965..36712823#DNA/DTM|Bnigr_chr_4:36709965..36712823#DNA/DTM	LTR	Gypsy	Reina	no	-	GAG|Reina PROT|Reina RT|Reina RH|Reina
Bnigr_chr_4:38430697..38435997#LTR/Gypsy|Bnigr_chr_4:38430697..38435997#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:40802159..40807505#LTR/Gypsy|Bnigr_chr_4:40802159..40807505#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:41270031..41275092#LTR/Gypsy|Bnigr_chr_4:41270031..41275092#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:41643791..41644144#MITE/DTC|Bnigr_chr_4:41643791..41644144#MITE/DTC	LTR	Gypsy	Retand	no	+	INT|Retand
Bnigr_chr_4:42917107..42923068#LTR/Gypsy|Bnigr_chr_4:42917107..42923068#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_4:43367115..43371841#DNA/DTM|Bnigr_chr_4:43367115..43371841#DNA/DTM	LTR	Gypsy	Reina	no	-	GAG|Reina
Bnigr_chr_4:43695711..43699925#DNA/DTM|Bnigr_chr_4:43695711..43699925#DNA/DTM	LTR	Gypsy	Reina	no	-	GAG|Reina PROT|Reina RT|Reina RH|Reina
Bnigr_chr_4:5252653..5257500#DNA/DTC|Bnigr_chr_4:5252653..5257500#DNA/DTC	LTR	Gypsy	CRM	no	-	GAG|CRM
Bnigr_chr_4:6091855..6096690#LTR/Copia|Bnigr_chr_4:6091855..6096690#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Bnigr_chr_5:10656056..10659205#DNA/DTM|Bnigr_chr_5:10656056..10659205#DNA/DTM	LTR	Copia	Ale	no	-	GAG|Ale PROT|Ale INT|Ale RT|Ale
Bnigr_chr_5:11279201..11284276#LTR/Gypsy|Bnigr_chr_5:11279201..11284276#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina
Bnigr_chr_5:13077117..13082015#DNA/DTM|Bnigr_chr_5:13077117..13082015#DNA/DTM	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
Bnigr_chr_5:13093985..13098812#LTR/Copia|Bnigr_chr_5:13093985..13098812#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Bnigr_chr_5:13598150..13600198#DNA/DTM|Bnigr_chr_5:13598150..13600198#DNA/DTM	LINE	unknown	unknown	unknown	+	ENDO|LINE RT|LINE
Bnigr_chr_5:14045676..14048578#DNA/DTM|Bnigr_chr_5:14045676..14048578#DNA/DTM	LTR	Copia	Ale	no	+	INT|Ale RT|Ale RH|Ale
Bnigr_chr_5:16017475..16022943#LTR/Gypsy|Bnigr_chr_5:16017475..16022943#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:16017476..16022947#LTR/Gypsy|Bnigr_chr_5:16017476..16022947#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:18399754..18404405#LTR/Copia|Bnigr_chr_5:18399754..18404405#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Bnigr_chr_5:20100702..20106029#LTR/Gypsy|Bnigr_chr_5:20100702..20106029#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:21552419..21557649#LTR/Copia|Bnigr_chr_5:21552419..21557649#LTR/Copia	LTR	Copia	Tork	no	-	GAG|Tork RT|Tork RH|Tork
Bnigr_chr_5:21878853..21883692#LTR/Copia|Bnigr_chr_5:21878853..21883692#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Bnigr_chr_5:22300718..22305872#LTR/Gypsy|Bnigr_chr_5:22300718..22305872#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:23129148..23129556#MITE/DTC|Bnigr_chr_5:23129148..23129556#MITE/DTC	LINE	unknown	unknown	unknown	-	RT|LINE
Bnigr_chr_5:24659617..24664888#LTR/Gypsy|Bnigr_chr_5:24659617..24664888#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:24964877..24976514#LTR/unknown|Bnigr_chr_5:24964877..24976514#LTR/unknown	LTR	Copia	Bianca	no	+	GAG|Bianca
Bnigr_chr_5:25739153..25739589#MITE/DTM|Bnigr_chr_5:25739153..25739589#MITE/DTM	LINE	unknown	unknown	unknown	-	RT|LINE
Bnigr_chr_5:29326070..29327850#DNA/DTM|Bnigr_chr_5:29326070..29327850#DNA/DTM	LTR	Gypsy	Athila	no	+	GAG|Athila
Bnigr_chr_5:31850331..31850609#MITE/DTH|Bnigr_chr_5:31850331..31850609#MITE/DTH	LTR	Copia	Ale	no	+	PROT|Ale
Bnigr_chr_5:33176803..33181981#LTR/Gypsy|Bnigr_chr_5:33176803..33181981#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:37112030..37116554#DNA/DTC|Bnigr_chr_5:37112030..37116554#DNA/DTC	LTR	Gypsy	Reina	no	-	RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:37210824..37222900#LTR/Gypsy|Bnigr_chr_5:37210824..37222900#LTR/Gypsy	LTR	Gypsy	Athila	yes	-	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
Bnigr_chr_5:38376849..38379865#DNA/DTH|Bnigr_chr_5:38376849..38379865#DNA/DTH	LTR	Gypsy	Retand	no	-	PROT|Retand RT|Retand RH|Retand
Bnigr_chr_5:39952806..39958022#LTR/Gypsy|Bnigr_chr_5:39952806..39958022#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:42703897..42709178#LTR/Gypsy|Bnigr_chr_5:42703897..42709178#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:43267770..43273266#LTR/Gypsy|Bnigr_chr_5:43267770..43273266#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:46917541..46922934#LTR/Gypsy|Bnigr_chr_5:46917541..46922934#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Bnigr_chr_5:47414695..47419340#LTR/Copia|Bnigr_chr_5:47414695..47419340#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Bnigr_chr_5:48059533..48064257#LTR/unknown|Bnigr_chr_5:48059533..48064257#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM GAG|CRM
Bnigr_chr_5:49383242..49386572#LTR/Gypsy|Bnigr_chr_5:49383242..49386572#LTR/Gypsy	LTR	Gypsy	Reina	no	+	RT|Reina RH|Reina INT|Reina CHD|Reina
