#TE	Order	Superfamily	Clade	Complete	Strand	Domains
Asuec_chr_11:10558634..10564067#LTR/Copia|Asuec_chr_11:10558634..10564067#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_11:11632704..11638396#LTR/unknown|Asuec_chr_11:11632704..11638396#LTR/unknown	LTR	Gypsy	CRM	no	-	GAG|CRM
Asuec_chr_11:11632920..11637357#DNA/DTM|Asuec_chr_11:11632920..11637357#DNA/DTM	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
Asuec_chr_11:12380037..12385094#LTR/unknown|Asuec_chr_11:12380037..12385094#LTR/unknown	LTR	Gypsy	CRM	no	-	CHDCR|CRM
Asuec_chr_11:12516600..12525407#LTR/Gypsy|Asuec_chr_11:12516600..12525407#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Asuec_chr_11:12602096..12611109#LTR/Gypsy|Asuec_chr_11:12602096..12611109#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Asuec_chr_11:12679986..12685589#LTR/Copia|Asuec_chr_11:12679986..12685589#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_11:13270505..13277961#LTR/Gypsy|Asuec_chr_11:13270505..13277961#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
Asuec_chr_11:16088512..16090428#DNA/DTM|Asuec_chr_11:16088512..16090428#DNA/DTM	LTR	Copia	Ivana	no	-	RT|Ivana RH|Ivana
Asuec_chr_11:16521841..16527749#LTR/unknown|Asuec_chr_11:16521841..16527749#LTR/unknown	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
Asuec_chr_11:7087221..7089569#LTR/unknown|Asuec_chr_11:7087221..7089569#LTR/unknown	LTR	Copia	Ivana	no	-	PROT|Ivana
Asuec_chr_11:8192737..8197365#LTR/Copia|Asuec_chr_11:8192737..8197365#LTR/Copia	LTR	Copia	TAR	no	+	PROT|TAR INT|TAR RT|TAR RH|TAR
Asuec_chr_11:8382573..8386822#DNA/DTC|Asuec_chr_11:8382573..8386822#DNA/DTC	LTR	Copia	Ivana	no	+	GAG|Ivana
Asuec_chr_12:10345487..10348086#DNA/DTM|Asuec_chr_12:10345487..10348086#DNA/DTM	LTR	Copia	Ikeros	no	?	PROT|Ikeros GAG|Ikeros
Asuec_chr_12:11033368..11036593#DNA/DTM|Asuec_chr_12:11033368..11036593#DNA/DTM	LINE	unknown	unknown	unknown	+	ENDO|LINE RT|LINE
Asuec_chr_12:12967955..12973653#LTR/unknown|Asuec_chr_12:12967955..12973653#LTR/unknown	LTR	Gypsy	CRM	no	-	GAG|CRM
Asuec_chr_12:12968171..12972626#DNA/DTM|Asuec_chr_12:12968171..12972626#DNA/DTM	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
Asuec_chr_12:13471208..13478970#LTR/Copia|Asuec_chr_12:13471208..13478970#LTR/Copia	LTR	Copia	Bianca	no	-	PROT|Bianca RT|Bianca RH|Bianca
Asuec_chr_12:13932644..13937457#LTR/Copia|Asuec_chr_12:13932644..13937457#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Asuec_chr_12:14364571..14373457#LTR/Gypsy|Asuec_chr_12:14364571..14373457#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Asuec_chr_12:14515505..14524310#LTR/Gypsy|Asuec_chr_12:14515505..14524310#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Asuec_chr_12:16487497..16493376#LTR/unknown|Asuec_chr_12:16487497..16493376#LTR/unknown	LTR	Gypsy	CRM	no	+	GAG|CRM
Asuec_chr_12:4136309..4140632#DNA/DTM|Asuec_chr_12:4136309..4140632#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
Asuec_chr_12:4136329..4140612#DNA/DTM|Asuec_chr_12:4136329..4140612#DNA/DTM	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
Asuec_chr_12:7854423..7867939#LTR/unknown|Asuec_chr_12:7854423..7867939#LTR/unknown	LTR	Gypsy	CRM	no	+	GAG|CRM
Asuec_chr_12:7857012..7862795#LTR/unknown|Asuec_chr_12:7857012..7862795#LTR/unknown	LTR	Gypsy	CRM	no	+	GAG|CRM CHDCR|CRM
Asuec_chr_13:1461775..1466475#DNA/DTM|Asuec_chr_13:1461775..1466475#DNA/DTM	LTR	Gypsy	Athila	no	+	PROT|Athila
Asuec_chr_13:15906810..15911442#LTR/Copia|Asuec_chr_13:15906810..15911442#LTR/Copia	LTR	Copia	TAR	no	-	PROT|TAR INT|TAR RT|TAR RH|TAR
Asuec_chr_13:5090582..5098082#LTR/Gypsy|Asuec_chr_13:5090582..5098082#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
Asuec_chr_13:6372041..6376443#DNA/DTM|Asuec_chr_13:6372041..6376443#DNA/DTM	LTR	Copia	SIRE	no	+	PROT|SIRE INT|SIRE RH|SIRE
Asuec_chr_2:1748639..1750297#DNA/DTM|Asuec_chr_2:1748639..1750297#DNA/DTM	LTR	Gypsy	Reina	no	+	RH|Reina INT|Reina CHD|Reina
Asuec_chr_2:276551..280572#DNA/DTC|Asuec_chr_2:276551..280572#DNA/DTC	LINE	unknown	unknown	unknown	-	RH|LINE
Asuec_chr_2:8145338..8149977#DNA/DTH|Asuec_chr_2:8145338..8149977#DNA/DTH	LTR	Copia	Ikeros	no	+	RT|Ikeros RH|Ikeros
Asuec_chr_3:11738748..11743728#LTR/Copia|Asuec_chr_3:11738748..11743728#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_3:12928714..12933913#LTR/Copia|Asuec_chr_3:12928714..12933913#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Asuec_chr_3:14436635..14451932#DNA/Helitron|Asuec_chr_3:14436635..14451932#DNA/Helitron	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
Asuec_chr_3:15297721..15302701#LTR/Copia|Asuec_chr_3:15297721..15302701#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_4:1590350..1595962#LTR/Copia|Asuec_chr_4:1590350..1595962#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Asuec_chr_4:3502540..3506047#DNA/DTT|Asuec_chr_4:3502540..3506047#DNA/DTT	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand
Asuec_chr_5:14099917..14104744#DNA/DTM|Asuec_chr_5:14099917..14104744#DNA/DTM	LTR	Copia	Ivana	no	+	GAG|Ivana
Asuec_chr_5:26365640..26367642#DNA/DTM|Asuec_chr_5:26365640..26367642#DNA/DTM	LINE	unknown	unknown	unknown	+	ENDO|LINE
Asuec_chr_6:11020162..11028794#LTR/Gypsy|Asuec_chr_6:11020162..11028794#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
Asuec_chr_6:13912224..13917072#LTR/unknown|Asuec_chr_6:13912224..13917072#LTR/unknown	LTR	Gypsy	CRM	no	+	GAG|CRM PROT|CRM CHDCR|CRM
Asuec_chr_6:14148186..14152605#DNA/DTM|Asuec_chr_6:14148186..14152605#DNA/DTM	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Asuec_chr_6:15160373..15172313#LTR/Copia|Asuec_chr_6:15160373..15172313#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_6:15302505..15308187#LTR/Copia|Asuec_chr_6:15302505..15308187#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_6:3930573..3932494#LTR/unknown|Asuec_chr_6:3930573..3932494#LTR/unknown	LTR	Copia	Ivana	no	+	PROT|Ivana
Asuec_chr_6:8381553..8385496#LTR/Copia|Asuec_chr_6:8381553..8385496#LTR/Copia	LTR	Copia	Ivana	no	-	GAG|Ivana PROT|Ivana
Asuec_chr_7:10481222..10484263#DNA/DTM|Asuec_chr_7:10481222..10484263#DNA/DTM	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
Asuec_chr_7:1059137..1061706#LTR/Gypsy|Asuec_chr_7:1059137..1061706#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina CHD|Reina
Asuec_chr_7:1576878..1582263#LTR/Gypsy|Asuec_chr_7:1576878..1582263#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Asuec_chr_7:3713902..3718815#LTR/Copia|Asuec_chr_7:3713902..3718815#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_7:5395807..5398620#DNA/DTC|Asuec_chr_7:5395807..5398620#DNA/DTC	LTR	Gypsy	Retand	no	-	GAG|Retand
Asuec_chr_7:6235058..6240694#LTR/Copia|Asuec_chr_7:6235058..6240694#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_7:7697585..7697947#MITE/DTC|Asuec_chr_7:7697585..7697947#MITE/DTC	LTR	Copia	Ivana	no	+	RH|Ivana
Asuec_chr_7:8068503..8074210#LTR/unknown|Asuec_chr_7:8068503..8074210#LTR/unknown	LTR	Gypsy	CRM	no	+	GAG|CRM CHDCR|CRM
Asuec_chr_7:9444686..9446438#DNA/DTH|Asuec_chr_7:9444686..9446438#DNA/DTH	LINE	unknown	unknown	unknown	+	RH|LINE
Asuec_chr_8:1001613..1006478#LTR/Copia|Asuec_chr_8:1001613..1006478#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Asuec_chr_8:11084310..11086984#DNA/DTC|Asuec_chr_8:11084310..11086984#DNA/DTC	LTR	Gypsy	Reina	no	+	GAG|Reina
Asuec_chr_8:12493089..12498846#LTR/unknown|Asuec_chr_8:12493089..12498846#LTR/unknown	LTR	Gypsy	CRM	no	-	GAG|CRM
Asuec_chr_8:12620905..12626078#LTR/Copia|Asuec_chr_8:12620905..12626078#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Asuec_chr_8:13642941..13657164#LTR/Copia|Asuec_chr_8:13642941..13657164#LTR/Copia	LTR	Copia	Ale	no	?	GAG|Ale INT|Ale RT|Ale RH|Ale PROT|Athila
Asuec_chr_8:13645006..13650793#LTR/Copia|Asuec_chr_8:13645006..13650793#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_8:14395654..14400551#LTR/unknown|Asuec_chr_8:14395654..14400551#LTR/unknown	LTR	Gypsy	CRM	no	+	GAG|CRM
Asuec_chr_8:15503326..15513447#LTR/Gypsy|Asuec_chr_8:15503326..15513447#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand INT|Retand
Asuec_chr_8:40312..44231#LTR/Gypsy|Asuec_chr_8:40312..44231#LTR/Gypsy	LTR	Gypsy	CRM	no	-	GAG|CRM
Asuec_chr_8:8341279..8346223#LTR/unknown|Asuec_chr_8:8341279..8346223#LTR/unknown	LTR	Gypsy	CRM	no	+	GAG|CRM
Asuec_chr_8:9008484..9012883#DNA/DTC|Asuec_chr_8:9008484..9012883#DNA/DTC	LTR	Copia	Ale	no	+	GAG|Ale
Asuec_chr_8:9278779..9284298#LTR/Copia|Asuec_chr_8:9278779..9284298#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Asuec_chr_9:4423047..4434842#LTR/Gypsy|Asuec_chr_9:4423047..4434842#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
Asuec_chr_9:4922520..4932436#LTR/Gypsy|Asuec_chr_9:4922520..4932436#LTR/Gypsy	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
Asuec_chr_9:5648152..5652905#LTR/unknown|Asuec_chr_9:5648152..5652905#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM
Asuec_chr_9:5648847..5652620#DNA/DTM|Asuec_chr_9:5648847..5652620#DNA/DTM	LTR	Gypsy	CRM	no	+	CHDCR|CRM
Asuec_chr_9:5679039..5694886#LTR/Gypsy|Asuec_chr_9:5679039..5694886#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|Athila CHDCR|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
Asuec_chr_9:5695848..5699542#DNA/DTM|Asuec_chr_9:5695848..5699542#DNA/DTM	LTR	Gypsy	CRM	no	+	CHDCR|CRM
Asuec_chr_9:5699550..5703017#DNA/DTM|Asuec_chr_9:5699550..5703017#DNA/DTM	LTR	Gypsy	CRM	no	+	CHDCR|CRM
Asuec_chr_9:5703019..5707292#DNA/DTM|Asuec_chr_9:5703019..5707292#DNA/DTM	LTR	Gypsy	CRM	no	-	CHDCR|CRM
Asuec_chr_9:5777305..5791935#LTR/Copia|Asuec_chr_9:5777305..5791935#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Asuec_chr_9:613042..619112#LTR/Copia|Asuec_chr_9:613042..619112#LTR/Copia	LTR	Copia	TAR	yes	-	GAG|TAR PROT|TAR INT|TAR RT|TAR RH|TAR
Asuec_chr_9:6565573..6573876#LTR/Gypsy|Asuec_chr_9:6565573..6573876#LTR/Gypsy	LTR	Gypsy	Retand	no	-	PROT|Retand
Asuec_chr_9:6604313..6611800#LTR/Gypsy|Asuec_chr_9:6604313..6611800#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
Asuec_chr_9:9008216..9013937#LTR/unknown|Asuec_chr_9:9008216..9013937#LTR/unknown	LTR	Gypsy	CRM	no	-	GAG|CRM
Asuec_chr_9:9008432..9012910#DNA/DTM|Asuec_chr_9:9008432..9012910#DNA/DTM	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
TE_00000344|Asuec_chr_1:1317205..1321158#DNA/DTT	TIR	Tc1_Mariner	unknown	unknown	+	TPase|Tc1_Mariner
TE_00000346|Asuec_chr_1:1910274..1925760#DNA/Helitron	LTR	Copia	Ale	yes	?	GAG|Tork PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000368|Asuec_chr_1:14002667..13988305#DNA/Helitron	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
TE_00000369|Asuec_chr_1:14135147..14119166#DNA/Helitron	LTR	Copia	SIRE	no	+	PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
TE_00000380|Asuec_chr_1:18873801..18884517#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000381|Asuec_chr_1:19811092..19800456#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
TE_00000394|Asuec_chr_2:2126244..2108712#DNA/Helitron	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00000398|Asuec_chr_2:4917849..4928456#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00000405|Asuec_chr_2:6660198..6663190#DNA/DTM	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00000448|Asuec_chr_3:12308415..12325578#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
TE_00000449|Asuec_chr_3:13209179..13220403#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand RT|Retand aRH|Retand INT|Retand
TE_00000450|Asuec_chr_3:14504290..14508382#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
TE_00000463|Asuec_chr_4:4355205..4360273#DNA/Helitron	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000468|Asuec_chr_4:7176065..7156073#DNA/Helitron	LTR	Copia	Ale	no	-	GAG|Ale PROT|Ale
TE_00000514|Asuec_chr_5:16734573..16722436#DNA/Helitron	LINE	unknown	unknown	unknown	-	RT|LINE
TE_00000544|Asuec_chr_6:6921873..6925169#DNA/DTC	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000561|Asuec_chr_6:13088275..13102644#DNA/Helitron	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00000573|Asuec_chr_6:17608550..17624372#DNA/Helitron	LINE	unknown	unknown	unknown	-	ENDO|LINE RT|LINE
TE_00000590|Asuec_chr_7:4017966..4012445#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000591|Asuec_chr_7:4466649..4451900#DNA/Helitron	mixture	mixture	unknown	unknown	-	RT|LINE GAG|SIRE
TE_00000595|Asuec_chr_7:5026212..5038018#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000655|Asuec_chr_8:14508416..14526594#DNA/Helitron	LTR	Gypsy	Galadriel	no	-	CHD|Galadriel
TE_00000657|Asuec_chr_11:9187385..9197981#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000657|Asuec_chr_8:14935893..14946525#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000674|Asuec_chr_8:18442358..18431170#DNA/Helitron	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00000687|Asuec_chr_8:13339956..13343383#DNA/DTC	TIR	EnSpm_CACTA	unknown	unknown	-	TPase|EnSpm_CACTA
TE_00000687|Asuec_chr_9:3408261..3411919#DNA/DTC	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
TE_00000688|Asuec_chr_9:4341660..4349305#DNA/Helitron	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
TE_00000691|Asuec_chr_9:6225090..6209220#DNA/Helitron	LTR	Gypsy	mixture	no	+	GAG|Retand INT|Athila
TE_00000692|Asuec_chr_9:6742371..6756864#DNA/Helitron	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00000695|Asuec_chr_9:7534682..7520031#DNA/Helitron	LINE	unknown	unknown	unknown	+	ENDO|LINE RT|LINE RH|LINE
TE_00000716|Asuec_chr_1:3096498..3108281#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:10153428..10165206#LTR/unknown	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:10167513..10179297#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:13908908..13920690#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:2185511..2197332#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:3740421..3752199#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:3807171..3818981#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:4484325..4496107#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:5092131..5103912#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:6429552..6441373#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_10:9191208..9202176#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_11:10279148..10290893#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_11:15127333..15139081#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_11:15127339..15139081#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_11:16028271..16040061#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_11:16049311..16061100#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_11:19259028..19270856#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_11:19928145..19939937#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_11:9383832..9395625#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_12:12255345..12267134#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_12:15521856..15533642#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_12:17152539..17164330#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_12:3577233..3589011#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_12:9752742..9764532#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_13:15029215..15040992#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_13:2920530..2932290#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_13:5520102..5531915#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_13:8579752..8591450#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_6:12572366..12584150#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00000716|Asuec_chr_6:13276255..13288014#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
