#TE	Order	Superfamily	Clade	Complete	Strand	Domains
Iindi_chr_1:19470159..19472501#DNA/DTM|Iindi_chr_1:19470159..19472501#DNA/DTM	LTR	Copia	Ivana	no	-	GAG|Ivana PROT|Ivana INT|Ivana
Iindi_chr_1:19534681..19545973#LTR/unknown|Iindi_chr_1:19534681..19545973#LTR/unknown	LTR	Copia	Ivana	no	?	RH|Ivana GAG|Athila PROT|Athila RT|Ivana INT|Ivana
Iindi_chr_1:19621801..19639793#LTR/Copia|Iindi_chr_1:19621801..19639793#LTR/Copia	LTR	Copia	Angela	yes	+	GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela
Iindi_chr_1:19802049..19807215#LTR/Copia|Iindi_chr_1:19802049..19807215#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:20037805..20043049#LTR/Gypsy|Iindi_chr_1:20037805..20043049#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Iindi_chr_1:20609189..20613777#LTR/Copia|Iindi_chr_1:20609189..20613777#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Iindi_chr_1:21004755..21012643#LTR/Copia|Iindi_chr_1:21004755..21012643#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:22131614..22135375#DNA/DTM|Iindi_chr_1:22131614..22135375#DNA/DTM	LTR	Gypsy	Retand	no	+	PROT|Retand
Iindi_chr_1:22358353..22362039#DNA/DTM|Iindi_chr_1:22358353..22362039#DNA/DTM	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
Iindi_chr_1:22684911..22689483#LTR/Copia|Iindi_chr_1:22684911..22689483#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Iindi_chr_1:23905597..23917972#LTR/Gypsy|Iindi_chr_1:23905597..23917972#LTR/Gypsy	LTR	Gypsy	mixture	no	?	PROT|Athila GAG|Retand
Iindi_chr_1:24511302..24518475#LTR/Gypsy|Iindi_chr_1:24511302..24518475#LTR/Gypsy	LTR	Gypsy	Retand	no	+	PROT|Retand RT|Retand aRH|Retand INT|Retand
Iindi_chr_1:25666957..25676962#LTR/unknown|Iindi_chr_1:25666957..25676962#LTR/unknown	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
Iindi_chr_1:26270083..26275246#LTR/Copia|Iindi_chr_1:26270083..26275246#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:26557861..26567767#LTR/Gypsy|Iindi_chr_1:26557861..26567767#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Iindi_chr_1:27010459..27015701#LTR/Gypsy|Iindi_chr_1:27010459..27015701#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Iindi_chr_1:27120268..27122561#DNA/DTC|Iindi_chr_1:27120268..27122561#DNA/DTC	mixture	mixture	unknown	unknown	?	RH|LINE RT|Ale
Iindi_chr_1:27187779..27193026#LTR/Copia|Iindi_chr_1:27187779..27193026#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:28294128..28299276#LTR/Copia|Iindi_chr_1:28294128..28299276#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:29100842..29117917#LTR/Gypsy|Iindi_chr_1:29100842..29117917#LTR/Gypsy	LTR	Gypsy	CRM	no	+	PROT|CRM GAG|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
Iindi_chr_1:29848536..29852148#DNA/DTM|Iindi_chr_1:29848536..29852148#DNA/DTM	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
Iindi_chr_1:30261613..30266985#LTR/Gypsy|Iindi_chr_1:30261613..30266985#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Iindi_chr_1:30814399..30819307#LTR/Copia|Iindi_chr_1:30814399..30819307#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:31347415..31356952#LTR/Gypsy|Iindi_chr_1:31347415..31356952#LTR/Gypsy	LTR	Gypsy	Athila	no	?	PROT|Athila GAG|Athila
Iindi_chr_1:32283329..32287908#LTR/Copia|Iindi_chr_1:32283329..32287908#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Iindi_chr_1:32725481..32730315#LTR/Copia|Iindi_chr_1:32725481..32730315#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Iindi_chr_1:33106875..33112614#LTR/Copia|Iindi_chr_1:33106875..33112614#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:33121908..33133906#LTR/Copia|Iindi_chr_1:33121908..33133906#LTR/Copia	LTR	Copia	Angela	yes	-	GAG|Angela PROT|Angela INT|Angela RT|Ale RH|Angela
Iindi_chr_1:34263448..34277424#LTR/Gypsy|Iindi_chr_1:34263448..34277424#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
Iindi_chr_1:35075291..35090443#LTR/Copia|Iindi_chr_1:35075291..35090443#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:36342395..36346948#LTR/Copia|Iindi_chr_1:36342395..36346948#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Iindi_chr_1:37240707..37252254#LTR/unknown|Iindi_chr_1:37240707..37252254#LTR/unknown	LTR	Copia	Bianca	no	+	GAG|Bianca PROT|Bianca INT|Bianca RH|Bianca
Iindi_chr_1:4499520..4503660#DNA/DTM|Iindi_chr_1:4499520..4503660#DNA/DTM	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
Iindi_chr_1:4499521..4503659#DNA/DTM|Iindi_chr_1:4499521..4503659#DNA/DTM	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
Iindi_chr_1:5331171..5337914#LTR/Gypsy|Iindi_chr_1:5331171..5337914#LTR/Gypsy	LTR	Gypsy	Tekay	no	-	GAG|Tekay INT|Tekay CHD|Tekay
Iindi_chr_1:6243061..6249676#LTR/Gypsy|Iindi_chr_1:6243061..6249676#LTR/Gypsy	LTR	Gypsy	Tekay	no	-	GAG|Tekay INT|Tekay CHD|Tekay
Iindi_chr_1:6340159..6345919#LTR/Copia|Iindi_chr_1:6340159..6345919#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:6597431..6602588#LTR/Copia|Iindi_chr_1:6597431..6602588#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_1:7711513..7717178#LTR/Copia|Iindi_chr_1:7711513..7717178#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:11120185..11122370#DNA/DTM|Iindi_chr_2:11120185..11122370#DNA/DTM	LTR	Gypsy	Reina	no	+	INT|Reina CHD|Reina
Iindi_chr_2:1168235..1173395#LTR/Copia|Iindi_chr_2:1168235..1173395#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:13495046..13507536#LTR/unknown|Iindi_chr_2:13495046..13507536#LTR/unknown	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:14383924..14390781#LTR/Copia|Iindi_chr_2:14383924..14390781#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
Iindi_chr_2:15109083..15116036#LTR/Gypsy|Iindi_chr_2:15109083..15116036#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
Iindi_chr_2:15435606..15442668#LTR/Gypsy|Iindi_chr_2:15435606..15442668#LTR/Gypsy	LTR	Gypsy	Tekay	no	-	INT|Tekay CHD|Tekay
Iindi_chr_2:15598863..15608978#LTR/Gypsy|Iindi_chr_2:15598863..15608978#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
Iindi_chr_2:16111661..16116248#DNA/DTM|Iindi_chr_2:16111661..16116248#DNA/DTM	LTR	Gypsy	CRM	no	?	INT|CRM CHDCR|CRM
Iindi_chr_2:16145648..16152609#LTR/Gypsy|Iindi_chr_2:16145648..16152609#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
Iindi_chr_2:17100022..17112377#DNA/Helitron|Iindi_chr_2:17100022..17112377#DNA/Helitron	LTR	Gypsy	Athila	no	-	RH|Athila INT|Athila
Iindi_chr_2:17491462..17495849#LTR/Copia|Iindi_chr_2:17491462..17495849#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Iindi_chr_2:17981607..17986528#LTR/Copia|Iindi_chr_2:17981607..17986528#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:1820689..1824159#DNA/DTC|Iindi_chr_2:1820689..1824159#DNA/DTC	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale RT|Ale
Iindi_chr_2:18465880..18472726#LTR/Gypsy|Iindi_chr_2:18465880..18472726#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
Iindi_chr_2:23299623..23311919#LTR/Copia|Iindi_chr_2:23299623..23311919#LTR/Copia	LTR	Copia	Alesia	yes	+	GAG|Alesia PROT|Alesia INT|Alesia RT|Alesia RH|Alesia
Iindi_chr_2:24788085..24793246#LTR/Copia|Iindi_chr_2:24788085..24793246#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:25457717..25462874#LTR/Copia|Iindi_chr_2:25457717..25462874#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:2696887..2698214#DNA/DTM|Iindi_chr_2:2696887..2698214#DNA/DTM	LTR	Copia	Ale	no	-	RT|Ale
Iindi_chr_2:29229415..29234533#LTR/Copia|Iindi_chr_2:29229415..29234533#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:3054705..3059864#LTR/Copia|Iindi_chr_2:3054705..3059864#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:30561460..30566618#LTR/Copia|Iindi_chr_2:30561460..30566618#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:31615968..31621143#LTR/Copia|Iindi_chr_2:31615968..31621143#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:32451593..32456729#LTR/Copia|Iindi_chr_2:32451593..32456729#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:32783448..32788710#LTR/Copia|Iindi_chr_2:32783448..32788710#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:3445124..3450288#LTR/Copia|Iindi_chr_2:3445124..3450288#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:4847024..4852074#LTR/Gypsy|Iindi_chr_2:4847024..4852074#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
Iindi_chr_2:4923708..4929242#LTR/Copia|Iindi_chr_2:4923708..4929242#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:5597728..5603379#LTR/Copia|Iindi_chr_2:5597728..5603379#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:5780361..5793948#LTR/Copia|Iindi_chr_2:5780361..5793948#LTR/Copia	LTR	Copia	Angela	no	?	RH|Bianca RT|Bianca GAG|Angela PROT|Angela INT|Angela
Iindi_chr_2:6475651..6480813#LTR/Copia|Iindi_chr_2:6475651..6480813#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:6604246..6609395#LTR/Copia|Iindi_chr_2:6604246..6609395#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:6640768..6652654#LTR/Copia|Iindi_chr_2:6640768..6652654#LTR/Copia	LTR	Copia	Angela	no	?	GAG|Ivana RH|Angela RT|Angela INT|Angela PROT|Angela
Iindi_chr_2:711156..714576#LTR/unknown|Iindi_chr_2:711156..714576#LTR/unknown	LTR	Gypsy	Reina	no	-	GAG|Reina
Iindi_chr_2:7237145..7240462#DNA/DTM|Iindi_chr_2:7237145..7240462#DNA/DTM	LTR	Copia	Bianca	no	+	GAG|Bianca
Iindi_chr_2:8378257..8383411#LTR/Copia|Iindi_chr_2:8378257..8383411#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_2:9159957..9173575#LTR/unknown|Iindi_chr_2:9159957..9173575#LTR/unknown	LTR	Copia	Tork	no	+	INT|Tork GAG|Athila PROT|Athila RT|Tork RH|Tork
Iindi_chr_2:9268689..9278020#LTR/Gypsy|Iindi_chr_2:9268689..9278020#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
Iindi_chr_2:9346406..9356364#LTR/Gypsy|Iindi_chr_2:9346406..9356364#LTR/Gypsy	LTR	Gypsy	Tekay	yes	+	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
Iindi_chr_2:9550438..9567323#LTR/Gypsy|Iindi_chr_2:9550438..9567323#LTR/Gypsy	LTR	Gypsy	Tekay	no	?	CHD|Tekay INT|Tekay GAG|Athila PROT|Athila
Iindi_chr_2:9674212..9689499#LTR/Gypsy|Iindi_chr_2:9674212..9689499#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
Iindi_chr_3:1306286..1318089#LTR/unknown|Iindi_chr_3:1306286..1318089#LTR/unknown	LTR	Copia	Tork	yes	+	GAG|Athila PROT|Athila INT|Tork RT|Tork RH|Tork
Iindi_chr_3:14451182..14451626#MITE/DTM|Iindi_chr_3:14451182..14451626#MITE/DTM	LTR	Gypsy	Retand	no	-	PROT|Retand
Iindi_chr_3:15299478..15306321#LTR/Gypsy|Iindi_chr_3:15299478..15306321#LTR/Gypsy	LTR	Gypsy	CRM	yes	-	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
Iindi_chr_3:16149501..16151956#DNA/DTM|Iindi_chr_3:16149501..16151956#DNA/DTM	LTR	Gypsy	CRM	no	-	CHDCR|CRM
Iindi_chr_3:16243717..16248176#DNA/DTC|Iindi_chr_3:16243717..16248176#DNA/DTC	LINE	unknown	unknown	unknown	+	RT|LINE
Iindi_chr_3:17241900..17248991#LTR/Gypsy|Iindi_chr_3:17241900..17248991#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Iindi_chr_3:1787863..1803789#LTR/Copia|Iindi_chr_3:1787863..1803789#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
Iindi_chr_3:17933821..17940755#LTR/Gypsy|Iindi_chr_3:17933821..17940755#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
Iindi_chr_3:18053043..18065266#LTR/Gypsy|Iindi_chr_3:18053043..18065266#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Iindi_chr_3:18361489..18362659#DNA/DTT|Iindi_chr_3:18361489..18362659#DNA/DTT	LTR	Gypsy	Retand	no	+	GAG|Retand
Iindi_chr_3:19946207..19951367#LTR/Copia|Iindi_chr_3:19946207..19951367#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:20091567..20096723#LTR/Copia|Iindi_chr_3:20091567..20096723#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:21411379..21419286#LTR/Copia|Iindi_chr_3:21411379..21419286#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Iindi_chr_3:2148548..2151316#DNA/DTC|Iindi_chr_3:2148548..2151316#DNA/DTC	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
Iindi_chr_3:21503717..21508866#LTR/Copia|Iindi_chr_3:21503717..21508866#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:21794473..21800530#LTR/Gypsy|Iindi_chr_3:21794473..21800530#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
Iindi_chr_3:22027308..22032265#LTR/Copia|Iindi_chr_3:22027308..22032265#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Iindi_chr_3:22038058..22042905#LTR/Copia|Iindi_chr_3:22038058..22042905#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:24248890..24264301#LTR/unknown|Iindi_chr_3:24248890..24264301#LTR/unknown	LTR	Copia	Angela	yes	-	GAG|Athila PROT|Athila INT|Angela RT|Angela RH|Angela
Iindi_chr_3:24569887..24575644#LTR/Copia|Iindi_chr_3:24569887..24575644#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:25991613..25996753#LTR/Copia|Iindi_chr_3:25991613..25996753#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:26452421..26457151#LTR/Copia|Iindi_chr_3:26452421..26457151#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Iindi_chr_3:27283069..27288228#LTR/Copia|Iindi_chr_3:27283069..27288228#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:28214344..28219577#LTR/Gypsy|Iindi_chr_3:28214344..28219577#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Iindi_chr_3:28930189..28935347#LTR/Copia|Iindi_chr_3:28930189..28935347#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:3215303..3220974#LTR/Copia|Iindi_chr_3:3215303..3220974#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:32457273..32462429#LTR/Copia|Iindi_chr_3:32457273..32462429#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:3333197..3348555#LTR/unknown|Iindi_chr_3:3333197..3348555#LTR/unknown	LTR	Copia	Tork	yes	+	GAG|Tork PROT|CRM INT|Tork RT|Tork RH|Tork
Iindi_chr_3:33563445..33568603#LTR/Copia|Iindi_chr_3:33563445..33568603#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:3764623..3777117#LTR/Copia|Iindi_chr_3:3764623..3777117#LTR/Copia	LTR	Copia	Ale	no	-	GAG|Ale INT|Ale PROT|Athila RT|Ale RH|Ale
Iindi_chr_3:3785799..3790060#DNA/DTM|Iindi_chr_3:3785799..3790060#DNA/DTM	LTR	Copia	Ivana	no	?	RH|Ivana RT|Ivana INT|Ivana PROT|Ivana
Iindi_chr_3:3787777..3792360#DNA/DTM|Iindi_chr_3:3787777..3792360#DNA/DTM	LTR	Copia	Ivana	no	+	PROT|Ivana INT|Ivana GAG|Ivana
Iindi_chr_3:4020557..4025705#LTR/Copia|Iindi_chr_3:4020557..4025705#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:4447908..4449681#DNA/DTT|Iindi_chr_3:4447908..4449681#DNA/DTT	LTR	Copia	Ale	no	+	RH|Ale
Iindi_chr_3:4508090..4509863#DNA/DTT|Iindi_chr_3:4508090..4509863#DNA/DTT	LTR	Copia	Ale	no	+	RH|Ale
Iindi_chr_3:504459..509661#LTR/Gypsy|Iindi_chr_3:504459..509661#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Iindi_chr_3:5621497..5624929#DNA/DTM|Iindi_chr_3:5621497..5624929#DNA/DTM	LTR	Copia	Ale	no	-	GAG|Ale PROT|Ale INT|Ale
Iindi_chr_3:5773766..5777199#DNA/DTM|Iindi_chr_3:5773766..5777199#DNA/DTM	LTR	Copia	Bianca	no	-	INT|Bianca RT|Bianca RH|Bianca
Iindi_chr_3:5887659..5892431#LTR/Copia|Iindi_chr_3:5887659..5892431#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Iindi_chr_3:6014147..6018983#LTR/Copia|Iindi_chr_3:6014147..6018983#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Iindi_chr_3:6056011..6068676#LTR/Gypsy|Iindi_chr_3:6056011..6068676#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
Iindi_chr_3:6346923..6350126#DNA/DTC|Iindi_chr_3:6346923..6350126#DNA/DTC	LTR	Copia	Ivana	no	+	GAG|Ivana
Iindi_chr_3:6548238..6553403#LTR/Copia|Iindi_chr_3:6548238..6553403#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_3:7243864..7247517#DNA/DTM|Iindi_chr_3:7243864..7247517#DNA/DTM	TIR	hAT	unknown	unknown	+	TPase|hAT
Iindi_chr_3:8766691..8769104#DNA/DTM|Iindi_chr_3:8766691..8769104#DNA/DTM	LTR	mixture	unknown	unknown	?	GAG|TAR CHDCR|CRM
Iindi_chr_3:9315884..9320720#DNA/DTM|Iindi_chr_3:9315884..9320720#DNA/DTM	LTR	Copia	Tork	no	?	PROT|Tork GAG|Tork RH|LINE
Iindi_chr_4:11153167..11157545#DNA/DTM|Iindi_chr_4:11153167..11157545#DNA/DTM	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Iindi_chr_4:11696465..11701612#LTR/Copia|Iindi_chr_4:11696465..11701612#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Iindi_chr_4:11887184..11890210#DNA/DTA|Iindi_chr_4:11887184..11890210#DNA/DTA	LINE	unknown	unknown	unknown	-	RT|LINE RH|LINE
