#TE	Order	Superfamily	Clade	Complete	Strand	Domains
Dniva_chr_2:2753198..2754239#DNA/MuDR_Mutator|Dniva_chr_2:2753198..2754239#DNA/MuDR_Mutator	LTR	Copia	Ivana	no	+	RT|Ivana RH|Ivana
Dniva_chr_2:28177133..28178273#DNA/MuDR_Mutator|Dniva_chr_2:28177133..28178273#DNA/MuDR_Mutator	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
Dniva_chr_2:31533967..31536352#DNA/MuDR_Mutator|Dniva_chr_2:31533967..31536352#DNA/MuDR_Mutator	LTR	Copia	SIRE	no	+	GAG|SIRE
Dniva_chr_2:32304690..32311074#LTR/Gypsy|Dniva_chr_2:32304690..32311074#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Dniva_chr_2:33308995..33309308#MITE/MuDR_Mutator|Dniva_chr_2:33308995..33309308#MITE/MuDR_Mutator	LTR	Copia	Ale	no	+	RH|Ale
Dniva_chr_2:33352497..33355011#DNA/MuDR_Mutator|Dniva_chr_2:33352497..33355011#DNA/MuDR_Mutator	LTR	Gypsy	Athila	no	-	GAG|Athila
Dniva_chr_2:34309579..34314302#DNA/MuDR_Mutator|Dniva_chr_2:34309579..34314302#DNA/MuDR_Mutator	LTR	Gypsy	Tekay	no	-	GAG|Tekay RH|Tekay INT|Tekay
Dniva_chr_2:39599037..39603688#LTR/Copia|Dniva_chr_2:39599037..39603688#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Dniva_chr_2:40101197..40103314#DNA/Tc1_Mariner|Dniva_chr_2:40101197..40103314#DNA/Tc1_Mariner	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
Dniva_chr_2:40629094..40632548#DNA/Tc1_Mariner|Dniva_chr_2:40629094..40632548#DNA/Tc1_Mariner	LINE	unknown	unknown	unknown	-	ENDO|LINE RH|LINE
Dniva_chr_2:42226831..42231742#DNA/Tc1_Mariner|Dniva_chr_2:42226831..42231742#DNA/Tc1_Mariner	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Dniva_chr_2:6576205..6577782#DNA/MuDR_Mutator|Dniva_chr_2:6576205..6577782#DNA/MuDR_Mutator	LTR	Copia	Ivana	no	-	GAG|Ivana PROT|Ivana
Dniva_chr_3:10256750..10258962#DNA/MuDR_Mutator|Dniva_chr_3:10256750..10258962#DNA/MuDR_Mutator	LINE	unknown	unknown	unknown	-	RT|LINE
Dniva_chr_3:10904702..10918612#LTR/unknown|Dniva_chr_3:10904702..10918612#LTR/unknown	LTR	Gypsy	Retand	no	-	GAG|Retand
Dniva_chr_3:11009590..11018374#LTR/Gypsy|Dniva_chr_3:11009590..11018374#LTR/Gypsy	LTR	Gypsy	Athila	no	-	PROT|Athila GAG|Athila
Dniva_chr_3:12300309..12301640#DNA/EnSpm_CACTA|Dniva_chr_3:12300309..12301640#DNA/EnSpm_CACTA	LTR	Copia	Tork	no	+	PROT|Tork INT|Tork
Dniva_chr_3:13215729..13220643#DNA/MuDR_Mutator|Dniva_chr_3:13215729..13220643#DNA/MuDR_Mutator	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Dniva_chr_3:14455323..14459088#DNA/PIF_Harbinger|Dniva_chr_3:14455323..14459088#DNA/PIF_Harbinger	LTR	Copia	Ale	no	+	RH|Ale
Dniva_chr_3:20599324..20603445#LTR/Gypsy|Dniva_chr_3:20599324..20603445#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
Dniva_chr_3:23059821..23063677#DNA/MuDR_Mutator|Dniva_chr_3:23059821..23063677#DNA/MuDR_Mutator	LTR	Gypsy	Reina	no	-	GAG|Reina PROT|Reina RT|Reina
Dniva_chr_3:2766945..2771735#DNA/MuDR_Mutator|Dniva_chr_3:2766945..2771735#DNA/MuDR_Mutator	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Dniva_chr_3:29910663..29897636#DNA/Helitron|Dniva_chr_3:29910663..29897636#DNA/Helitron	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
Dniva_chr_3:6622757..6626694#DNA/EnSpm_CACTA|Dniva_chr_3:6622757..6626694#DNA/EnSpm_CACTA	LTR	Gypsy	CRM	no	+	GAG|CRM PROT|CRM RT|CRM
Dniva_chr_4:13000092..13004121#DNA/MuDR_Mutator|Dniva_chr_4:13000092..13004121#DNA/MuDR_Mutator	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand RH|Retand
Dniva_chr_4:13202944..13221016#DNA/Helitron|Dniva_chr_4:13202944..13221016#DNA/Helitron	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
Dniva_chr_4:14402924..14404838#DNA/MuDR_Mutator|Dniva_chr_4:14402924..14404838#DNA/MuDR_Mutator	LTR	Gypsy	Retand	no	+	INT|Retand
Dniva_chr_4:16771466..16776474#DNA/MuDR_Mutator|Dniva_chr_4:16771466..16776474#DNA/MuDR_Mutator	LTR	Gypsy	Tekay	no	+	GAG|Tekay
Dniva_chr_4:19308741..19313399#DNA/MuDR_Mutator|Dniva_chr_4:19308741..19313399#DNA/MuDR_Mutator	LTR	Gypsy	Tekay	no	+	RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
Dniva_chr_4:21355037..21356546#DNA/Tc1_Mariner|Dniva_chr_4:21355037..21356546#DNA/Tc1_Mariner	LTR	Gypsy	Athila	no	+	INT|Athila
Dniva_chr_4:22464725..22465358#DNA/PIF_Harbinger|Dniva_chr_4:22464725..22465358#DNA/PIF_Harbinger	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
Dniva_chr_4:26397985..26404612#LTR/Gypsy|Dniva_chr_4:26397985..26404612#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
Dniva_chr_4:28280348..28284992#LTR/Copia|Dniva_chr_4:28280348..28284992#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Dniva_chr_4:28280348..28285007#LTR/Copia|Dniva_chr_4:28280348..28285007#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Dniva_chr_4:3144177..3148957#LTR/Copia|Dniva_chr_4:3144177..3148957#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Dniva_chr_4:33456606..33460304#DNA/Tc1_Mariner|Dniva_chr_4:33456606..33460304#DNA/Tc1_Mariner	LTR	Copia	Ivana	no	+	GAG|Ivana
Dniva_chr_4:33885526..33890866#LTR/Copia|Dniva_chr_4:33885526..33890866#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Dniva_chr_4:4193702..4197370#DNA/EnSpm_CACTA|Dniva_chr_4:4193702..4197370#DNA/EnSpm_CACTA	LINE	unknown	unknown	unknown	+	RT|LINE
Dniva_chr_4:6211118..6215984#LTR/Copia|Dniva_chr_4:6211118..6215984#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Dniva_chr_4:7184750..7187117#LTR/Gypsy|Dniva_chr_4:7184750..7187117#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina
Dniva_chr_5:14050686..14053379#DNA/hAT|Dniva_chr_5:14050686..14053379#DNA/hAT	LTR	Gypsy	Athila	no	-	GAG|Athila
Dniva_chr_5:15808037..15811186#DNA/EnSpm_CACTA|Dniva_chr_5:15808037..15811186#DNA/EnSpm_CACTA	LTR	Copia	Tork	no	-	RT|Tork RH|Tork
Dniva_chr_5:16049960..16051603#DNA/PIF_Harbinger|Dniva_chr_5:16049960..16051603#DNA/PIF_Harbinger	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
Dniva_chr_5:28951504..28956489#DNA/MuDR_Mutator|Dniva_chr_5:28951504..28956489#DNA/MuDR_Mutator	LTR	Gypsy	Retand	no	+	GAG|Retand
Dniva_chr_5:6147655..6152538#DNA/MuDR_Mutator|Dniva_chr_5:6147655..6152538#DNA/MuDR_Mutator	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Dniva_chr_5:8584073..8589087#DNA/MuDR_Mutator|Dniva_chr_5:8584073..8589087#DNA/MuDR_Mutator	LTR	Gypsy	Tekay	no	-	GAG|Tekay
Dniva_chr_5:9417754..9417903#MITE/MuDR_Mutator|Dniva_chr_5:9417754..9417903#MITE/MuDR_Mutator	LTR	Gypsy	CRM	no	+	PROT|CRM
Dniva_chr_6:16187648..16187905#MITE/PIF_Harbinger|Dniva_chr_6:16187648..16187905#MITE/PIF_Harbinger	LTR	Gypsy	Athila	no	+	PROT|Athila
Dniva_chr_6:18115653..18120596#DNA/EnSpm_CACTA|Dniva_chr_6:18115653..18120596#DNA/EnSpm_CACTA	LTR	Gypsy	Tekay	no	-	INT|Tekay CHD|Tekay
Dniva_chr_6:20380671..20384564#LTR/unknown|Dniva_chr_6:20380671..20384564#LTR/unknown	LTR	Gypsy	CRM	no	-	GAG|CRM CHDCR|CRM
Dniva_chr_6:20583688..20587390#DNA/Tc1_Mariner|Dniva_chr_6:20583688..20587390#DNA/Tc1_Mariner	LTR	Copia	Bianca	no	+	PROT|Bianca
Dniva_chr_6:25674845..25689767#LTR/Gypsy|Dniva_chr_6:25674845..25689767#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
Dniva_chr_6:27795629..27806904#LTR/Gypsy|Dniva_chr_6:27795629..27806904#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay RH|Tekay INT|Tekay CHD|Tekay
Dniva_chr_6:31797378..31800428#DNA/MuDR_Mutator|Dniva_chr_6:31797378..31800428#DNA/MuDR_Mutator	LINE	unknown	unknown	unknown	-	RT|LINE
Dniva_chr_6:33228601..33230825#DNA/MuDR_Mutator|Dniva_chr_6:33228601..33230825#DNA/MuDR_Mutator	LTR	Copia	Ale	no	-	RT|Ale RH|Ale
Dniva_chr_6:36492872..36497618#DNA/Tc1_Mariner|Dniva_chr_6:36492872..36497618#DNA/Tc1_Mariner	LINE	unknown	unknown	unknown	-	RH|LINE
Dniva_chr_7:10373004..10379599#LTR/Copia|Dniva_chr_7:10373004..10379599#LTR/Copia	LTR	Copia	Ale	no	-	INT|Ale RT|Ale RH|Ale
Dniva_chr_7:15337231..15343690#LTR/Gypsy|Dniva_chr_7:15337231..15343690#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Dniva_chr_7:18333689..18336429#DNA/MuDR_Mutator|Dniva_chr_7:18333689..18336429#DNA/MuDR_Mutator	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay
Dniva_chr_7:18789929..18795144#LTR/Gypsy|Dniva_chr_7:18789929..18795144#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
Dniva_chr_7:19642681..19644139#DNA/MuDR_Mutator|Dniva_chr_7:19642681..19644139#DNA/MuDR_Mutator	LTR	Gypsy	Retand	no	-	PROT|Retand
Dniva_chr_7:21761835..21768164#LTR/Gypsy|Dniva_chr_7:21761835..21768164#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
Dniva_chr_7:22655670..22661409#LTR/Copia|Dniva_chr_7:22655670..22661409#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Dniva_chr_7:22655690..22660532#DNA/MuDR_Mutator|Dniva_chr_7:22655690..22660532#DNA/MuDR_Mutator	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Dniva_chr_7:2467612..2472800#LTR/Copia|Dniva_chr_7:2467612..2472800#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Dniva_chr_7:26529277..26534346#LTR/Copia|Dniva_chr_7:26529277..26534346#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
Dniva_chr_7:2684753..2694642#LTR/Copia|Dniva_chr_7:2684753..2694642#LTR/Copia	LTR	Copia	Tork	no	+	GAG|Tork PROT|Tork RT|Tork RH|Tork
Dniva_chr_7:2684755..2694644#LTR/Copia|Dniva_chr_7:2684755..2694644#LTR/Copia	LTR	Copia	Tork	no	+	GAG|Tork PROT|Tork RT|Tork RH|Tork
Dniva_chr_7:5555853..5560468#LTR/Copia|Dniva_chr_7:5555853..5560468#LTR/Copia	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Dniva_chr_7:9287768..9291999#DNA/MuDR_Mutator|Dniva_chr_7:9287768..9291999#DNA/MuDR_Mutator	LTR	Gypsy	CRM	no	+	CHDCR|CRM
Dniva_chr_7:9639711..9642065#DNA/EnSpm_CACTA|Dniva_chr_7:9639711..9642065#DNA/EnSpm_CACTA	LTR	Gypsy	Reina	no	+	INT|Reina CHD|Reina
Dniva_chr_8:14867587..14873983#LTR/Gypsy|Dniva_chr_8:14867587..14873983#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
Dniva_chr_8:16033814..16038369#DNA/MuDR_Mutator|Dniva_chr_8:16033814..16038369#DNA/MuDR_Mutator	LTR	Gypsy	Tekay	no	+	RT|Tekay RH|Tekay
Dniva_chr_8:18710499..18711027#MITE/MuDR_Mutator|Dniva_chr_8:18710499..18711027#MITE/MuDR_Mutator	LTR	Copia	TAR	no	-	PROT|TAR
Dniva_chr_8:20203357..20206074#DNA/MuDR_Mutator|Dniva_chr_8:20203357..20206074#DNA/MuDR_Mutator	LTR	Copia	Tork	no	+	RH|Tork
Dniva_chr_8:21576559..21580009#DNA/MuDR_Mutator|Dniva_chr_8:21576559..21580009#DNA/MuDR_Mutator	LTR	Copia	Ivana	no	-	GAG|Ivana PROT|Ivana RT|Ivana
Dniva_chr_8:23745272..23750272#DNA/EnSpm_CACTA|Dniva_chr_8:23745272..23750272#DNA/EnSpm_CACTA	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay RT|Tekay
Dniva_chr_8:25559305..25563985#DNA/Tc1_Mariner|Dniva_chr_8:25559305..25563985#DNA/Tc1_Mariner	LTR	Copia	Ivana	no	-	GAG|Ivana PROT|Ivana
Dniva_chr_8:31761518..31766375#DNA/MuDR_Mutator|Dniva_chr_8:31761518..31766375#DNA/MuDR_Mutator	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
Dniva_chr_8:32292059..32296873#LTR/Copia|Dniva_chr_8:32292059..32296873#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
Dniva_chr_8:7831957..7836773#DNA/Tc1_Mariner|Dniva_chr_8:7831957..7836773#DNA/Tc1_Mariner	LINE	unknown	unknown	unknown	-	RH|LINE
Dniva_chr_8:9661655..9665617#DNA/PIF_Harbinger|Dniva_chr_8:9661655..9665617#DNA/PIF_Harbinger	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00000028|Dniva_chr_1:14368803..14373576#DNA/EnSpm_CACTA	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
TE_00000032|Dniva_chr_1:20195557..20209078#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
TE_00000050|Dniva_chr_1:27026664..27006853#DNA/Helitron	TIR	EnSpm_CACTA	unknown	unknown	+	TPase|EnSpm_CACTA
TE_00000051|Dniva_chr_1:27458656..27438897#DNA/Helitron	LINE	unknown	unknown	unknown	?	ENDO|LINE RH|LINE
TE_00000077|Dniva_chr_2:10020596..10034245#DNA/Helitron	LINE	unknown	unknown	unknown	?	RH|LINE ENDO|LINE RT|LINE
TE_00000079|Dniva_chr_2:10482599..10501424#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000080|Dniva_chr_2:10685233..10699289#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000088|Dniva_chr_2:16052224..16061136#DNA/Helitron	LINE	unknown	unknown	unknown	+	RT|LINE RH|LINE
TE_00000089|Dniva_chr_2:16294588..16311669#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000092|Dniva_chr_2:18688939..18670326#DNA/Helitron	LINE	unknown	unknown	unknown	-	ENDO|LINE RT|LINE
TE_00000095|Dniva_chr_2:20127186..20129643#DNA/EnSpm_CACTA	LTR	Copia	Ikeros	no	+	GAG|Ikeros
TE_00000103|Dniva_chr_2:27652618..27634515#DNA/Helitron	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00000106|Dniva_chr_2:30162110..30181245#DNA/Helitron	mixture	mixture	unknown	unknown	-	TPase|hAT GAG|Tekay
TE_00000107|Dniva_chr_2:30541229..30551802#DNA/Helitron	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00000113|Dniva_chr_2:33635466..33639284#DNA/hAT	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00000115|Dniva_chr_2:34737165..34752688#DNA/Helitron	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00000116|Dniva_chr_2:34817797..34823406#DNA/Helitron	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
TE_00000118|Dniva_chr_2:30890238..30884022#DNA/Helitron	LTR	Copia	SIRE	no	+	RT|SIRE RH|SIRE
TE_00000120|Dniva_chr_2:37286126..37303287#DNA/Helitron	LINE	unknown	unknown	unknown	-	RH|LINE RT|LINE
TE_00000133|Dniva_chr_3:685726..702891#DNA/Helitron	LINE	unknown	unknown	unknown	-	ENDO|LINE RT|LINE RH|LINE
TE_00000139|Dniva_chr_3:4815268..4802017#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000139|Dniva_chr_4:11358833..11348727#DNA/Helitron	LTR	Copia	Ivana	no	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana
TE_00000146|Dniva_chr_3:7350779..7357176#DNA/Helitron	LINE	unknown	unknown	unknown	+	ENDO|LINE RH|LINE
TE_00000162|Dniva_chr_3:22260674..22263059#DNA/PIF_Harbinger	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
TE_00000165|Dniva_chr_3:23592805..23610350#DNA/Helitron	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00000197|Dniva_chr_4:8312692..8331273#DNA/Helitron	LTR	Copia	Bianca	no	-	GAG|Bianca
TE_00000201|Dniva_chr_4:14258696..14238876#DNA/Helitron	LINE	unknown	unknown	unknown	-	RT|LINE RH|LINE
TE_00000212|Dniva_chr_4:22457201..22475661#DNA/Helitron	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
TE_00000226|Dniva_chr_4:29251809..29266740#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000228|Dniva_chr_4:29666576..29654826#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL1|Helitron
TE_00000229|Dniva_chr_4:29759304..29755949#DNA/Helitron	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00000233|Dniva_chr_4:30368470..30356634#DNA/Helitron	LTR	Copia	unknown	no	+	PROT|Ty1-outgroup
TE_00000261|Dniva_chr_5:7169954..7162899#DNA/Helitron	TIR	MuDR_Mutator	unknown	unknown	-	TPase|MuDR_Mutator
TE_00000262|Dniva_chr_5:7180545..7197281#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000266|Dniva_chr_5:8513720..8524735#DNA/Helitron	Helitron	unknown	unknown	unknown	+	HEL2|Helitron
TE_00000268|Dniva_chr_5:10505305..10522227#DNA/Helitron	LTR	Copia	Ikeros	no	?	RT|Ikeros RH|Ikeros
TE_00000272|Dniva_chr_5:14420061..14411188#DNA/Helitron	TIR	MuDR_Mutator	unknown	unknown	+	TPase|MuDR_Mutator
TE_00000284|Dniva_chr_5:22318051..22332967#DNA/Helitron	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000286|Dniva_chr_5:22960222..22942581#DNA/Helitron	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000289|Dniva_chr_5:26601673..26616291#DNA/Helitron	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00000314|Dniva_chr_6:8322424..8331187#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana PROT|Ivana INT|Ivana RH|Ivana
TE_00000317|Dniva_chr_6:10242684..10223157#DNA/Helitron	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
TE_00000320|Dniva_chr_6:11146974..11134320#DNA/Helitron	LTR	Copia	Ale	no	-	GAG|Ale
TE_00000321|Dniva_chr_6:11430778..11419984#DNA/Helitron	LTR	Gypsy	Tekay	no	-	GAG|Tekay
TE_00000325|Dniva_chr_6:13766624..13780823#DNA/Helitron	TIR	hAT	unknown	unknown	+	TPase|hAT
TE_00000332|Dniva_chr_6:18825791..18808773#DNA/Helitron	LINE	unknown	unknown	unknown	-	RH|LINE
TE_00000340|Dniva_chr_6:25516944..25497411#DNA/Helitron	LINE	unknown	unknown	unknown	-	ENDO|LINE RT|LINE RH|LINE
TE_00000354|Dniva_chr_6:31164445..31148412#DNA/Helitron	LTR	Copia	TAR	yes	+	GAG|TAR PROT|TAR INT|TAR RT|TAR RH|TAR
TE_00000361|Dniva_chr_6:35569976..35554846#DNA/Helitron	LTR	Gypsy	CRM	no	-	GAG|CRM PROT|CRM RT|CRM
TE_00000387|Dniva_chr_7:9928464..9947925#DNA/Helitron	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand
TE_00000400|Dniva_chr_7:21975013..21959631#DNA/Helitron	LINE	unknown	unknown	unknown	+	RH|LINE
TE_00000401|Dniva_chr_7:22168618..22150516#DNA/Helitron	LTR	Copia	TAR	yes	-	GAG|TAR PROT|TAR INT|TAR RT|TAR RH|TAR
